First Name,Last Name,Email,Phone,Gender,Age,Job Title,Years of Experience,Salary,Department,Other Languages
Dharmajan,Joshi,dharmajan.joshi992@slingacademy.com,(770)860-0935x181,Female,32,Dispensing optician,4,85000,Human Resource,Spanish
Calvin,Wilson,calvin.wilson718@slingacademy.com,(737)712-4531x70009,Male,70,Race relations officer,2,61239,Administrative,"Tagalog, Mandarin"
Karen,Barton,karen.barton22@slingacademy.com,532-510-3843,Female,19,Operational investment banker,13,90000,Legal,
Allison,Hines,allison.hines496@slingacademy.com,5402740118,Female,18,Public house manager,12,131000,I/T,Korean
Lucas,Stephens,lucas.stephens335@slingacademy.com,511-364-8594x9051,Male,57,Air traffic controller,4,61239,Administrative,Spanish
William,Aguilar,william.aguilar714@slingacademy.com,(993)819-0552x8114,Male,58,Careers information officer,2,129000,Finance,"Hindi, Tagalog"
Saanvi,Dewan,saanvi.dewan843@slingacademy.com,461.718.5462,Male,38,Arboriculturist,5,61239,Administrative,
Corey,Lopez,corey.lopez8@slingacademy.com,(657)994-3502,Male,69,"Scientist, research (medical)",7,101420,Sales,"Korean, Spanish"
Tanya,Bhavsar,tanya.bhavsar9@slingacademy.com,(764)231-6278x213,Female,25,Hydrologist,14,149000,Product,
Jayant,Das,jayant.das79@slingacademy.com,268-298-1840x894,Male,46,Film/video editor,3,101420,Sales,
小红,黄,小红.黄710@slingacademy.com,530.627.0504x830,Female,50,"Production assistant, radio",7,101420,Sales,"Hindi, Korean"
Theresa,Owens,theresa.owens69@slingacademy.com,001-532-455-7942x179,Female,29,"Engineer, maintenance",15,101420,Sales,Tagalog
Tanya,Viswanathan,tanya.viswanathan710@slingacademy.com,7549239863,Male,60,Commercial horticulturist,4,116670,Operations,Spanish
Mamooty,Sarin,mamooty.sarin577@slingacademy.com,961-984-8117,Female,18,Child psychotherapist,3,149000,Product,"Tagalog, Tagalog"
Amira,Andra,amira.andra537@slingacademy.com,2355713149,Male,42,"Surveyor, building control",4,85000,Human Resource,"Hindi, Korean"
Sarah,Robertson,sarah.robertson57@slingacademy.com,599-912-0611,Female,32,"Teacher, primary school",6,61239,Administrative,Korean
Nicholas,Hodges,nicholas.hodges822@slingacademy.com,336-862-5240,Male,19,"Engineer, civil (consulting)",9,78000,Marketing,
Divit,Verma,divit.verma226@slingacademy.com,001-231-263-4786x032,Male,40,Museum/gallery exhibitions officer,9,129000,Finance,
Drishya,Acharya,drishya.acharya363@slingacademy.com,+1-588-755-3473x3991,Male,61,Print production planner,9,131000,I/T,
Hrishita,Chacko,hrishita.chacko546@slingacademy.com,(618)323-6961,Male,19,"Engineer, aeronautical",12,101420,Sales,Hindi
Tonya,Hernandez,tonya.hernandez509@slingacademy.com,(660)626-8925x148,Female,23,Minerals surveyor,15,61239,Administrative,"Mandarin, Hindi"
John,Foster,john.foster560@slingacademy.com,838.992.9032x90962,Male,45,Armed forces training and education officer,14,101420,Sales,"Arabic, Spanish"
Robert,Richardson,robert.richardson834@slingacademy.com,001-227-773-8814x207,Male,53,Forest/woodland manager,14,101420,Sales,"Spanish, Spanish"
Vivaan,Jhaveri,vivaan.jhaveri847@slingacademy.com,355-652-2236x102,Female,68,Retail banker,8,90000,Legal,Arabic
Scott,Kent,scott.kent878@slingacademy.com,422-706-3716x76670,Male,40,Prison officer,2,116670,Operations,
Madhav,Agrawal,madhav.agrawal227@slingacademy.com,(643)957-0250x15775,Female,40,Sports development officer,11,129000,Finance,"Arabic, Mandarin"
Brandon,Miller,brandon.miller839@slingacademy.com,(616)350-9926x8645,Male,39,Toxicologist,12,78000,Marketing,"Spanish, Hindi"
James,Weber,james.weber315@slingacademy.com,556-262-5012x0370,Male,44,Aeronautical engineer,8,149000,Product,
Laura,Sanders,laura.sanders322@slingacademy.com,(513)984-9726x9671,Female,52,Early years teacher,8,149000,Product,Tagalog
Anay,Ghosh,anay.ghosh361@slingacademy.com,231-977-1193x6760,Male,47,"Teacher, special educational needs",13,149000,Product,Spanish
Lauren,Berry,lauren.berry520@slingacademy.com,001-803-205-0464x79957,Female,20,"Surveyor, planning and development",5,131000,I/T,
Ishita,Kalita,ishita.kalita601@slingacademy.com,(801)362-0947,Male,68,Artist,5,78000,Marketing,
Pihu,Shere,pihu.shere496@slingacademy.com,723-912-0199x7221,Female,25,Passenger transport manager,9,78000,Marketing,"Korean, Hindi"
Timothy,Cole,timothy.cole325@slingacademy.com,915-837-1446x848,Male,53,"Surveyor, land/geomatics",4,90000,Legal,Hindi
John,Carter,john.carter735@slingacademy.com,245.784.4040x067,Male,18,Medical secretary,3,116670,Operations,
Olivia,Trujillo,olivia.trujillo333@slingacademy.com,001-923-995-6096x435,Female,32,Homeopath,15,131000,I/T,
Renee,Borde,renee.borde212@slingacademy.com,001-605-722-4833x502,Male,30,"Scientist, research (medical)",11,78000,Marketing,
Dillon,Smith,dillon.smith122@slingacademy.com,2208040020,Male,38,Facilities manager,5,149000,Product,Tagalog
Charvi,Bhagat,charvi.bhagat995@slingacademy.com,867-590-5611x2522,Male,66,Architect,7,149000,Product,
Tara,Tiwari,tara.tiwari187@slingacademy.com,4817705304,Female,53,Solicitor,11,116670,Operations,Korean
James,Mercer,james.mercer669@slingacademy.com,(533)612-5114,Male,33,Plant breeder/geneticist,4,101420,Sales,"Hindi, Arabic"
岩,陈,岩.陈31@slingacademy.com,(438)904-7900,Male,40,"Scientist, research (maths)",7,78000,Marketing,Spanish
Anya,Borah,anya.borah806@slingacademy.com,(887)324-8447x1453,Male,56,Dance movement psychotherapist,12,149000,Product,"Arabic, Hindi"
Alejandro,Harris,alejandro.harris4@slingacademy.com,392.957.1925x9949,Male,48,Garment/textile technologist,14,131000,I/T,"Mandarin, Korean"
Ela,Sibal,ela.sibal83@slingacademy.com,8867141886,Male,62,Multimedia specialist,14,116670,Operations,Mandarin
Melissa,White,melissa.white108@slingacademy.com,001-709-327-6820x577,Female,18,"Surveyor, minerals",3,149000,Product,"Spanish, Hindi"
Susan,Potts,susan.potts740@slingacademy.com,909.456.9466,Female,62,Purchasing manager,1,116670,Operations,Korean
Ryan,Cook,ryan.cook519@slingacademy.com,2082850934,Male,23,"Conservator, furniture",12,149000,Product,Arabic
영순,한,영순.한994@slingacademy.com,(832)334-1934x4187,Female,28,Sports therapist,9,149000,Product,
Thomas,Leblanc,thomas.leblanc64@slingacademy.com,673-532-4770x497,Male,27,Musician,11,78000,Marketing,Spanish
Lisa,Romero,lisa.romero923@slingacademy.com,(696)597-9958x944,Female,50,"Editor, commissioning",15,149000,Product,"Arabic, Tagalog"
Mark,Neal,mark.neal157@slingacademy.com,426-411-3906,Male,43,Land,9,149000,Product,Spanish
Leah,Henry,leah.henry286@slingacademy.com,001-697-911-8232x25518,Female,28,Tax inspector,9,116670,Operations,
Umang,Goel,umang.goel131@slingacademy.com,(462)443-1824x9448,Female,22,Insurance account manager,3,85000,Human Resource,"Arabic, Hindi"
Rebecca,Young,rebecca.young287@slingacademy.com,245-702-6983,Female,18,Corporate treasurer,12,78000,Marketing,"Mandarin, Arabic"
Diya,Ganguly,diya.ganguly357@slingacademy.com,+1-913-373-3366x9808,Female,66,English as a second language teacher,5,116670,Operations,Arabic
Dhanuk,Acharya,dhanuk.acharya240@slingacademy.com,770.953.8965,Male,54,Ambulance person,14,149000,Product,Hindi
Kelly,Aguirre,kelly.aguirre399@slingacademy.com,(444)513-5605x37299,Female,33,Operational investment banker,9,78000,Marketing,
鑫,陈,鑫.陈287@slingacademy.com,(755)381-0966x90720,Male,38,Food technologist,3,131000,I/T,"Arabic, Hindi"
Kimaya,Mandal,kimaya.mandal879@slingacademy.com,001-831-409-9994x4468,Female,49,Farm manager,4,85000,Human Resource,Spanish
Richard,Williams,richard.williams918@slingacademy.com,5567252789,Male,46,Water engineer,6,131000,I/T,Arabic
Megan,Whitehead,megan.whitehead393@slingacademy.com,455-392-2396x6791,Female,30,Quality manager,9,116670,Operations,
Madhup,Kala,madhup.kala89@slingacademy.com,(313)984-6841x276,Male,37,Education administrator,11,78000,Marketing,
Biju,Madan,biju.madan704@slingacademy.com,379.845.3164x766,Male,37,"Merchandiser, retail",13,85000,Human Resource,
Bruce,Hobbs,bruce.hobbs682@slingacademy.com,739.996.7256x8225,Male,21,Senior tax professional/tax inspector,10,101420,Sales,
Saira,Chanda,saira.chanda30@slingacademy.com,762.799.0166,Male,36,Banker,15,131000,I/T,Arabic
Christina,Valenzuela,christina.valenzuela968@slingacademy.com,200-821-5521x3994,Female,53,"Scientist, water quality",7,78000,Marketing,Mandarin
Matthew,Franklin,matthew.franklin683@slingacademy.com,(708)307-3504,Male,62,"Engineer, civil (contracting)",3,149000,Product,
Advik,Chaudhuri,advik.chaudhuri277@slingacademy.com,(541)686-0439x44615,Male,63,"Surveyor, land/geomatics",1,101420,Sales,Arabic
Pihu,Chatterjee,pihu.chatterjee667@slingacademy.com,(269)299-7945x884,Female,70,Building control surveyor,2,101420,Sales,"Tagalog, Korean"
Shannon,Boone,shannon.boone941@slingacademy.com,001-825-824-9160x5814,Female,25,Educational psychologist,7,149000,Product,Spanish
Elizabeth,George,elizabeth.george536@slingacademy.com,649.718.5550,Female,38,Environmental manager,6,78000,Marketing,
Indrajit,Gandhi,indrajit.gandhi670@slingacademy.com,+1-841-525-4266x234,Female,66,"Doctor, general practice",11,131000,I/T,Hindi
Raymond,Nelson,raymond.nelson159@slingacademy.com,553.623.7117x542,Male,49,Academic librarian,15,149000,Product,Mandarin
Daniel,Espinoza,daniel.espinoza559@slingacademy.com,001-251-888-7385x127,Male,27,Energy manager,5,149000,Product,"Tagalog, Arabic"
James,Park,james.park229@slingacademy.com,276.424.3138,Male,66,Physiological scientist,6,90000,Legal,"Korean, Arabic"
Ian,Payne,ian.payne484@slingacademy.com,(866)233-1513x7344,Male,29,Cartographer,14,101420,Sales,
Tamara,Wilson,tamara.wilson616@slingacademy.com,891.293.2632x9540,Female,49,"Engineer, maintenance",10,116670,Operations,
Zeeshan,Koshy,zeeshan.koshy177@slingacademy.com,(625)903-2319x8574,Male,37,Games developer,2,116670,Operations,Korean
Jordan,Mccoy,jordan.mccoy948@slingacademy.com,305-751-3389x7340,Male,24,"Engineer, biomedical",13,101420,Sales,"Tagalog, Korean"
Madhav,Bhargava,madhav.bhargava103@slingacademy.com,001-220-513-0107x2838,Female,57,Science writer,6,149000,Product,
Aaryahi,Sodhi,aaryahi.sodhi618@slingacademy.com,001-517-487-1153x9154,Female,54,"Accountant, chartered management",10,101420,Sales,Mandarin
Brent,Brady,brent.brady148@slingacademy.com,254-934-0566,Male,65,General practice doctor,2,131000,I/T,Mandarin
Anthony,Garrett,anthony.garrett897@slingacademy.com,(473)421-7497,Male,49,Arboriculturist,8,149000,Product,Korean
瑜,王,瑜.王908@slingacademy.com,544.242.5008,Female,53,Chartered certified accountant,12,116670,Operations,"Hindi, Spanish"
Ronald,Brandt,ronald.brandt804@slingacademy.com,5617983843,Male,64,"Clinical scientist, histocompatibility and immunogenetics",7,149000,Product,"Spanish, Spanish"
Arnav,Sidhu,arnav.sidhu756@slingacademy.com,001-321-675-9732x5911,Male,19,Press sub,5,116670,Operations,Spanish
Tushar,Dara,tushar.dara717@slingacademy.com,+1-814-509-7930,Female,47,Land,14,101420,Sales,"Mandarin, Tagalog"
Zain,Khurana,zain.khurana920@slingacademy.com,586-662-3194,Male,21,Community development worker,9,90000,Legal,
John,Valdez,john.valdez913@slingacademy.com,779.924.3446,Male,26,Forensic psychologist,1,61239,Administrative,"Tagalog, Tagalog"
Adam,Hernandez,adam.hernandez216@slingacademy.com,+1-283-262-1602x69814,Male,20,"Nurse, children's",11,116670,Operations,"Spanish, Arabic"
Adira,Chandran,adira.chandran70@slingacademy.com,001-844-935-2678x47515,Male,59,"Psychologist, clinical",11,101420,Sales,
雪梅,卢,雪梅.卢939@slingacademy.com,+1-379-883-1603x3805,Female,54,Water engineer,5,78000,Marketing,
志豪,胡,志豪.胡619@slingacademy.com,616-644-3774,Male,42,Applications developer,5,129000,Finance,
Lisa,Matthews,lisa.matthews423@slingacademy.com,9327609638,Female,45,"Pilot, airline",8,116670,Operations,
Ryan,Madan,ryan.madan406@slingacademy.com,(585)375-3136,Male,62,"Surveyor, planning and development",13,101420,Sales,
Jason,Cook,jason.cook303@slingacademy.com,977-400-0545,Male,54,"Production assistant, radio",15,149000,Product,
Tushar,Walla,tushar.walla646@slingacademy.com,+1-684-477-9326,Female,33,English as a foreign language teacher,11,78000,Marketing,"Hindi, Spanish"
Antonio,Johnson,antonio.johnson384@slingacademy.com,+1-315-856-3890x442,Male,52,Speech and language therapist,8,116670,Operations,
Chirag,Gulati,chirag.gulati561@slingacademy.com,+1-705-257-9152,Female,51,Logistics and distribution manager,11,149000,Product,Tagalog
文,张,文.张191@slingacademy.com,+1-525-828-4624x16020,Male,27,Make,2,116670,Operations,Mandarin
Nicholas,Jones,nicholas.jones975@slingacademy.com,+1-530-338-5894x238,Male,41,Airline pilot,8,131000,I/T,
Erica,Harris,erica.harris538@slingacademy.com,916-290-4059x04836,Female,70,Cytogeneticist,11,90000,Legal,Tagalog
Curtis,Smith,curtis.smith655@slingacademy.com,(850)627-5504x833,Male,29,Media planner,3,149000,Product,"Mandarin, Tagalog"
Piya,Viswanathan,piya.viswanathan385@slingacademy.com,692-318-3453,Female,37,Private music teacher,7,78000,Marketing,
David,Cox,david.cox493@slingacademy.com,497-731-8875,Male,38,"Accountant, chartered management",13,61239,Administrative,Hindi
Cory,Mitchell,cory.mitchell368@slingacademy.com,714.621.6084,Male,59,Equality and diversity officer,15,149000,Product,
Lori,Wilson,lori.wilson902@slingacademy.com,996.794.1267x1914,Female,37,Diagnostic radiographer,9,129000,Finance,
Jeffery,Wilson,jeffery.wilson339@slingacademy.com,(838)868-4029,Male,38,Best boy,2,85000,Human Resource,"Spanish, Spanish"
Anaya,Sawhney,anaya.sawhney206@slingacademy.com,(632)698-2439,Female,49,"Scientist, water quality",15,131000,I/T,"Korean, Arabic"
Caitlin,Nguyen,caitlin.nguyen855@slingacademy.com,707-368-3421,Female,51,Meteorologist,14,116670,Operations,Korean
Taran,Gera,taran.gera77@slingacademy.com,001-621-766-5171x2756,Female,62,"Designer, exhibition/display",11,131000,I/T,
Adah,Setty,adah.setty940@slingacademy.com,996-584-6745,Female,23,"Psychologist, prison and probation services",10,149000,Product,Arabic
Sana,Raj,sana.raj337@slingacademy.com,001-500-572-9320x71388,Female,30,Pathologist,3,85000,Human Resource,Arabic
Pamela,Thompson,pamela.thompson412@slingacademy.com,+1-971-325-4272x29422,Female,46,"Conservation officer, nature",10,85000,Human Resource,
Jennifer,James,jennifer.james884@slingacademy.com,9897981529,Female,66,Planning and development surveyor,9,85000,Human Resource,
Paul,Greene,paul.greene570@slingacademy.com,845.507.1563x9285,Male,50,Historic buildings inspector/conservation officer,15,61239,Administrative,Korean
Jacqueline,Brown,jacqueline.brown524@slingacademy.com,521-606-0712x69536,Female,56,"Development worker, community",13,149000,Product,"Hindi, Spanish"
Deborah,Reid,deborah.reid123@slingacademy.com,750-298-6073,Female,57,Cabin crew,6,101420,Sales,
Aarav,Sur,aarav.sur656@slingacademy.com,369.830.3769x652,Female,39,Advertising account executive,7,85000,Human Resource,
Charles,Butler,charles.butler666@slingacademy.com,001-337-532-9867,Male,38,Jewellery designer,7,61239,Administrative,"Tagalog, Mandarin"
Dishani,Vyas,dishani.vyas71@slingacademy.com,+1-875-958-8613x20370,Male,36,"Engineer, automotive",3,85000,Human Resource,
Jenny,Davis,jenny.davis569@slingacademy.com,+1-539-265-2736x1704,Female,25,Insurance broker,4,116670,Operations,
Taylor,Davis,taylor.davis501@slingacademy.com,422-446-2592,Female,27,Community pharmacist,13,149000,Product,
James,Nelson,james.nelson690@slingacademy.com,(407)517-4562,Male,65,Research scientist (maths),6,85000,Human Resource,
John,Compton,john.compton405@slingacademy.com,(829)822-5844x49486,Male,36,Police officer,9,101420,Sales,"Tagalog, Spanish"
Anthony,Roberts,anthony.roberts91@slingacademy.com,+1-774-623-8903x510,Male,43,Wellsite geologist,14,101420,Sales,Korean
Sara,Dillon,sara.dillon46@slingacademy.com,2058166190,Female,70,Chief Executive Officer,2,149000,Product,
Kayla,Houston,kayla.houston173@slingacademy.com,763.289.1830,Female,30,"Loss adjuster, chartered",14,131000,I/T,
Aarav,Khosla,aarav.khosla53@slingacademy.com,228-620-0296x372,Female,23,Event organiser,3,61239,Administrative,"Arabic, Hindi"
晶,李,晶.李996@slingacademy.com,+1-434-309-0680x1722,Female,19,"Psychotherapist, child",11,131000,I/T,Korean
Jeremy,Fitzpatrick,jeremy.fitzpatrick992@slingacademy.com,001-518-974-0242x14084,Male,62,Audiological scientist,14,90000,Legal,
Jason,Perkins,jason.perkins875@slingacademy.com,883-274-8115x942,Male,53,"Horticulturist, commercial",3,85000,Human Resource,"Tagalog, Tagalog"
Ann,Ruiz,ann.ruiz877@slingacademy.com,(783)479-7851x4626,Female,39,Geographical information systems officer,7,85000,Human Resource,"Mandarin, Mandarin"
Hansh,Dash,hansh.dash915@slingacademy.com,001-904-546-8144x717,Female,65,Orthoptist,11,78000,Marketing,
Daniel,Walker,daniel.walker642@slingacademy.com,640-379-4905x429,Male,53,Homeopath,4,90000,Legal,"Mandarin, Spanish"
Scott,Austin,scott.austin417@slingacademy.com,(844)873-6957,Male,67,Oncologist,15,116670,Operations,
楠,常,楠.常324@slingacademy.com,8282000183,Male,20,Psychotherapist,1,78000,Marketing,Korean
畅,赵,畅.赵392@slingacademy.com,691.450.3292x26443,Female,36,Field seismologist,7,116670,Operations,
Reginald,Hood,reginald.hood927@slingacademy.com,339-763-2283,Male,46,Aid worker,6,149000,Product,"Tagalog, Hindi"
龙,叶,龙.叶212@slingacademy.com,001-434-502-1615x5113,Male,50,"Designer, exhibition/display",7,129000,Finance,"Arabic, Mandarin"
Jennifer,Mason,jennifer.mason484@slingacademy.com,+1-261-588-3707x51135,Female,44,Professor Emeritus,15,101420,Sales,
龙,黄,龙.黄437@slingacademy.com,(333)284-2840x594,Male,52,Learning mentor,7,116670,Operations,
Rati,Grewal,rati.grewal709@slingacademy.com,872-959-2699,Male,49,Chief Technology Officer,4,149000,Product,"Arabic, Spanish"
Tracy,Massey,tracy.massey373@slingacademy.com,(343)339-6199x08223,Female,67,Clinical molecular geneticist,7,129000,Finance,"Mandarin, Arabic"
Alexis,Mueller,alexis.mueller883@slingacademy.com,+1-299-541-2779x36305,Male,34,Dancer,6,129000,Finance,
Kyle,Turner,kyle.turner472@slingacademy.com,(534)769-8569x08358,Male,53,Financial manager,8,131000,I/T,Spanish
Richard,Cook,richard.cook843@slingacademy.com,900.369.4509x7773,Male,38,"Doctor, general practice",13,129000,Finance,Arabic
Scott,Rodriguez,scott.rodriguez346@slingacademy.com,238-576-0539x268,Male,49,Community education officer,4,116670,Operations,"Hindi, Hindi"
